date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:02:58	5194/5194	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Oct%202022%2014:02:58%20GMT	https://www.thelogistixco.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.thelogistixco.com%2F&format=xml	C:/inetrship/rishul/www.thelogistixco.com/wp-json/oembed/1.0/embed5c86	(from https://www.thelogistixco.com/)
07:02:58	1490/1490	---M--	200	added ('OK')	image/png	etag:%22633490b7-65d%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/uploads/2021/02/TLC-logo-Favicon-150x150.png	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/uploads/2021/02/TLC-logo-Favicon-150x150.png	(from https://www.thelogistixco.com/)
07:02:58	6467/6467	---M--	200	added ('OK')	image/png	etag:%22633490b0-19c6%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/uploads/2021/02/TLC-logo-Favicon.png	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/uploads/2021/02/TLC-logo-Favicon.png	(from https://www.thelogistixco.com/)
07:02:58	49672/49672	---MC-	200	added ('OK')	text/javascript	date:Sun,%2011%20Sep%202022%2013:50:09%20GMT	https://www.google-analytics.com/analytics.js	C:/inetrship/rishul/www.google-analytics.com/analytics.js	(from https://www.thelogistixco.com/)
07:03:01	38827/38827	---M-Z	200	added ('OK')	application/javascript	etag:%2280a8697a8a2d81:0%22	http://bat.bing.com/bat.js	C:/inetrship/rishul/bat.bing.com/bat.js	(from https://www.thelogistixco.com/)
07:03:02	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Oct%202022%2014:03:02%20GMT	https://www.thelogistixco.com/e	C:/inetrship/rishul/www.thelogistixco.com/e	(from https://www.thelogistixco.com/)
07:03:04	283691/283691	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:03:04%20GMT	https://www.thelogistixco.com/2022/07/08/e-commerce-giant-shrinking-expansion-plans/	C:/inetrship/rishul/www.thelogistixco.com/2022/07/08/e-commerce-giant-shrinking-expansion-plans/index.html	(from https://www.thelogistixco.com/)
07:03:05	283354/283354	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:03:05%20GMT	https://www.thelogistixco.com/contact-us/	C:/inetrship/rishul/www.thelogistixco.com/contact-us/index.html	(from https://www.thelogistixco.com/)
07:03:05	72886/72886	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2014:03:05%20GMT	https://www.thelogistixco.com/POST	C:/inetrship/rishul/www.thelogistixco.com/POST.f.delayed	(from https://www.thelogistixco.com/)
07:03:05	281838/281838	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:03:05%20GMT	https://www.thelogistixco.com/about-us/	C:/inetrship/rishul/www.thelogistixco.com/about-us/index.html	(from https://www.thelogistixco.com/)
07:03:05	289580/289580	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:03:05%20GMT	https://www.thelogistixco.com/events/	C:/inetrship/rishul/www.thelogistixco.com/events/index.html	(from https://www.thelogistixco.com/)
07:03:06	264838/264838	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:03:06%20GMT	https://www.thelogistixco.com/careers/	C:/inetrship/rishul/www.thelogistixco.com/careers/index.html	(from https://www.thelogistixco.com/)
07:03:07	265662/265662	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:03:07%20GMT	https://www.thelogistixco.com/core-service-dry-van-flatbed/	C:/inetrship/rishul/www.thelogistixco.com/core-service-dry-van-flatbed/index.html	(from https://www.thelogistixco.com/)
07:03:07	268588/268588	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:03:07%20GMT	https://www.thelogistixco.com/embark/	C:/inetrship/rishul/www.thelogistixco.com/embark/index.html	(from https://www.thelogistixco.com/)
07:03:07	265809/265809	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:03:07%20GMT	https://www.thelogistixco.com/core-service-liquid-bulk/	C:/inetrship/rishul/www.thelogistixco.com/core-service-liquid-bulk/index.html	(from https://www.thelogistixco.com/)
07:03:07	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:03:07%20GMT	https://secure.leadforensics.com/121868.png	C:/inetrship/rishul/secure.leadforensics.com/121868.10.delayed	(from https://www.thelogistixco.com/)
07:03:08	266005/266005	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:03:08%20GMT	https://www.thelogistixco.com/core-service-ltl-management/	C:/inetrship/rishul/www.thelogistixco.com/core-service-ltl-management/index.html	(from https://www.thelogistixco.com/)
07:03:09	266262/266262	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:03:09%20GMT	https://www.thelogistixco.com/core-service-iso-20-40-containers/	C:/inetrship/rishul/www.thelogistixco.com/core-service-iso-20-40-containers/index.html	(from https://www.thelogistixco.com/)
07:03:09	94066/94066	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b3-16ffc%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/jquery/nitro-min-af6cb5bfb91ce2d78377e57c8d18ffc0.jquery.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/jquery/nitro-min-af6cb5bfb91ce2d78377e57c8d18ffc0.jquery.js	(from https://www.thelogistixco.com/)
07:03:09	11416/11416	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b3-2d2a%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/jquery/nitro-min-d6171631e2919215b5e490dc93564c56.jquery-migrate.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/jquery/nitro-min-d6171631e2919215b5e490dc93564c56.jquery-migrate.js	(from https://www.thelogistixco.com/)
07:03:09	4303/4303	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b3-1174%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/js-support-ticket/includes/js/nitro-min-5b2146b38e1b595a126b17429a3712f0.common.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/js-support-ticket/includes/js/nitro-min-5b2146b38e1b595a126b17429a3712f0.common.js	(from https://www.thelogistixco.com/)
07:03:09	430/430	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b3-25c%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/js-support-ticket/includes/js/nitro-min-5b2146b38e1b595a126b17429a3712f0.responsivetable.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/js-support-ticket/includes/js/nitro-min-5b2146b38e1b595a126b17429a3712f0.responsivetable.js	(from https://www.thelogistixco.com/)
07:03:09	26643/26643	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b4-68c7%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/js-support-ticket/includes/js/nitro-min-5b2146b38e1b595a126b17429a3712f0.jquery.form-validator.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/js-support-ticket/includes/js/nitro-min-5b2146b38e1b595a126b17429a3712f0.jquery.form-validator.js	(from https://www.thelogistixco.com/)
07:03:09	27253/27253	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b4-6b33%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/button/nitro-min-3f14efa965b4f23c4c913c353b485238.st_insights.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/button/nitro-min-3f14efa965b4f23c4c913c353b485238.st_insights.js	(from https://www.thelogistixco.com/)
07:03:10	22398/22398	---MCZ	200	added ('OK')	text/javascript	etag:W/%22633490b4-57e7%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/js/nitro-min-121868.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/js/nitro-min-121868.js	(from https://www.thelogistixco.com/)
07:03:10	19097/19097	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b4-4b25%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/jquery/ui/nitro-min-0028783c6c3493afecf62f0ca754461e.core.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/jquery/ui/nitro-min-0028783c6c3493afecf62f0ca754461e.core.js	(from https://www.thelogistixco.com/)
07:03:10	8907/8907	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b4-235c%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/jquery/ui/nitro-min-0028783c6c3493afecf62f0ca754461e.accordion.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/jquery/ui/nitro-min-0028783c6c3493afecf62f0ca754461e.accordion.js	(from https://www.thelogistixco.com/)
07:03:10	850/850	---MCZ	200	added ('OK')	text/javascript	etag:W/%22633490b4-3ff%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/recaptcha/nitro-min-d5bf79f2d9ab4bee53635324a1a62de1.api.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/recaptcha/nitro-min-d5bf79f2d9ab4bee53635324a1a62de1.api.js	(from https://www.thelogistixco.com/)
07:03:10	815/815	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b4-3d7%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/simple-share-buttons-adder/js/nitro-min-8dd930e4dd6c7c5c7a29f3ed0522de71.ssba.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/simple-share-buttons-adder/js/nitro-min-8dd930e4dd6c7c5c7a29f3ed0522de71.ssba.js	(from https://www.thelogistixco.com/)
07:03:11	48811/48811	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b4-bf50%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/wp-job-openings/assets/js/nitro-min-3d36ac7826eed3864ee84e1ad3c0734d.script.min.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/wp-job-openings/assets/js/nitro-min-3d36ac7826eed3864ee84e1ad3c0734d.script.min.js	(from https://www.thelogistixco.com/)
07:03:11	3490/3490	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b4-e5a%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/constant-contact-forms/assets/js/nitro-min-1dd908a0febb7853f90ca57bb79e80dc.ctct-plugin-recaptcha.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/constant-contact-forms/assets/js/nitro-min-1dd908a0febb7853f90ca57bb79e80dc.ctct-plugin-recaptcha.1b.dela	(from https://www.thelogistixco.com/)
07:03:11	4972/4972	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b4-1418%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor-pro/assets/js/nitro-min-1ac1524d578c3bfdc7c69dab2dd69f18.webpack-pro.runtime.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor-pro/assets/js/nitro-min-1ac1524d578c3bfdc7c69dab2dd69f18.webpack-pro.runtime.js	(from https://www.thelogistixco.com/)
07:03:11	4512/4512	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b4-1244%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/js/nitro-min-f43b551b749a36845288913120943cc6.webpack.runtime.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/js/nitro-min-f43b551b749a36845288913120943cc6.webpack.runtime.js	(from https://www.thelogistixco.com/)
07:03:11	49852/49852	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b5-c361%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/js/nitro-min-f43b551b749a36845288913120943cc6.frontend-modules.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/js/nitro-min-f43b551b749a36845288913120943cc6.frontend-modules.js	(from https://www.thelogistixco.com/)
07:03:12	6798/6798	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b5-1b2b%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/dist/vendor/nitro-min-39373f825d7812e4c0eff141ce43ad5b.regenerator-runtime.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/dist/vendor/nitro-min-39373f825d7812e4c0eff141ce43ad5b.regenerator-runtime.js	(from https://www.thelogistixco.com/)
07:03:12	21473/21473	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b5-5476%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/dist/vendor/nitro-min-2c7cef87d91a8c32817cef0915f9141b.wp-polyfill.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/dist/vendor/nitro-min-2c7cef87d91a8c32817cef0915f9141b.wp-polyfill.js	(from https://www.thelogistixco.com/)
07:03:12	25401/25401	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b4-63f0%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/constant-contact-forms/assets/js/nitro-min-1dd908a0febb7853f90ca57bb79e80dc.ctct-plugin-frontend.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/constant-contact-forms/assets/js/nitro-min-1dd908a0febb7853f90ca57bb79e80dc.ctct-plugin-frontend.1c.delay	(from https://www.thelogistixco.com/)
07:03:12	5216/5216	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b5-1502%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/dist/nitro-min-cbb5d1e91b9a8417d86bfeb314daa78c.hooks.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/dist/nitro-min-cbb5d1e91b9a8417d86bfeb314daa78c.hooks.js	(from https://www.thelogistixco.com/)
07:03:12	10913/10913	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b5-2b42%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/dist/nitro-min-771a52b4530a27e460955a3b4445cf21.i18n.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-includes/js/dist/nitro-min-771a52b4530a27e460955a3b4445cf21.i18n.js	(from https://www.thelogistixco.com/)
07:03:12	24250/24250	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b5-5f5b%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor-pro/assets/js/nitro-min-1ac1524d578c3bfdc7c69dab2dd69f18.frontend.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor-pro/assets/js/nitro-min-1ac1524d578c3bfdc7c69dab2dd69f18.frontend.js	(from https://www.thelogistixco.com/)
07:03:13	9145/9145	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b5-2462%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/lib/waypoints/nitro-min-05dab1e7174ef3cb7c002a1ae16cb972.waypoints.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/lib/waypoints/nitro-min-05dab1e7174ef3cb7c002a1ae16cb972.waypoints.js	(from https://www.thelogistixco.com/)
07:03:13	9931/9931	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b4-278d%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/ooohboi-steroids-for-elementor/assets/js/nitro-min-463794f94d754b81bef0ab81ed3facb3.ooohboi-steroids.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/ooohboi-steroids-for-elementor/assets/js/nitro-min-463794f94d754b81bef0ab81ed3facb3.ooohboi-steroids.1f.d	(from https://www.thelogistixco.com/)
07:03:13	147964/147964	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b6-2429f%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/lib/swiper/nitro-min-48f52d9cf783a7c8e9223b6108c784e9.swiper.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/lib/swiper/nitro-min-48f52d9cf783a7c8e9223b6108c784e9.swiper.js	(from https://www.thelogistixco.com/)
07:03:13	2767/2767	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b6-b7a%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/lib/share-link/nitro-min-f43b551b749a36845288913120943cc6.share-link.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/lib/share-link/nitro-min-f43b551b749a36845288913120943cc6.share-link.js	(from https://www.thelogistixco.com/)
07:03:13	11211/11211	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633490b6-2c6e%22	https://cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/lib/dialog/nitro-min-d2271a11f9042b5f0bf3141b56dba4ea.dialog.js	C:/inetrship/rishul/cdn-dhaoc.nitrocdn.com/yFqVfRYBJOLINhnquyhbCoFSffBIZaKV/assets/static/optimized/rev-36dbb12/wp-content/plugins/elementor/assets/lib/dialog/nitro-min-d2271a11f9042b5f0bf3141b56dba4ea.dialog.js	(from https://www.thelogistixco.com/)
